"hourly_wage","age","occupation","race","education","sex","hispanic","marital_status","veteran_status","union","pension","citizenship_status","hours_weekly","state","total_income","employer_type","worker_status"
22,31,"Office And Administrative Support","Asian or Pacific Islander","High school diploma or equivalent","Female",0,"Married",0,"No",0,0,50,"New Jersey",31003,"Private employer","Full-time"
22,29,"Healthcare Support","Black","High school diploma or equivalent","Female",0,"Single",0,"No",1,1,21,"New Jersey",26316,"Private employer","Part-time"
15,32,"Protective Service","Black","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,50,"New Jersey",45010,"Private employer","Full-time"
15.5,55,"Building And Grounds Cleaning And Maintenance","Asian or Pacific Islander","High school or less","Male",0,"Married",0,"No",1,0,40,"New Jersey",17060,"Private employer","Part-time"
14,43,"Building And Grounds Cleaning And Maintenance","Asian or Pacific Islander","Graduate degree","Female",0,"Married",0,"No",1,0,40,"New Jersey",16280,"Private employer","Full-time"
12,46,"Production","White","High school or less","Female",1,"Separated",0,"No",0,0,30,"New Jersey",30000,"Private employer","Part-time"
22.4,70,"Office And Administrative Support","Asian or Pacific Islander","Bachelor's degree","Female",0,"Married",0,"Yes",1,1,40,"New Jersey",71014,"Government employee","Full-time"
28,33,"Sales And Related","White","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,30,"New Jersey",54005,"Private employer","Part-time"
16,38,NA,"Asian or Pacific Islander","Some college, no degree","Female",0,"Divorced",0,"No",NA,1,8,"New Jersey",40800,"Private employer","Part-time"
18,33,"Construction","White","Some college, no degree","Male",0,"Married",0,"No",0,1,43,"New Jersey",70015,"Private employer","Full-time"
16,21,"Sales And Related","White","Some college, no degree","Female",0,"Single",0,"No",0,1,30,"New Jersey",35010,"Private employer","Part-time"
12.5,39,"Personal Care And Service","White","Bachelor's degree","Female",0,"Single",0,"No",0,1,48,"New Jersey",7680,"Private employer","Full-time"
16,43,"Healthcare Support","White","Bachelor's degree","Female",0,"Separated",0,"No",1,0,40,"New Jersey",70000,"Private employer","Full-time"
12,31,"Building And Grounds Cleaning And Maintenance","White","High school diploma or equivalent","Male",1,"Married",0,"No",0,0,40,"New Jersey",50000,"Private employer","Full-time"
19,59,"Construction","White","High school diploma or equivalent","Male",0,"Married",0,"Yes",1,1,40,"New Jersey",1e+05,"Government employee","Full-time"
11.07,16,NA,"Asian or Pacific Islander","High school or less","Female",0,"Single",NA,"No",NA,1,7,"New Jersey",0,"Private employer","Part-time"
32.45,50,"Office And Administrative Support","White","Some college, no degree","Female",0,"Divorced",0,"Yes",1,1,40,"New Jersey",105382,"Government employee","Full-time"
7.25,18,"Sales And Related","White","Some college, no degree","Female",0,"Single",0,"No",0,1,15,"New Jersey",14820,"Private employer","Part-time"
31,41,"Construction","White","Associate's degree","Male",0,"Married",0,"No",0,1,50,"New Jersey",80000,"Private employer","Full-time"
31,38,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,40,"New Jersey",80000,"Private employer","Full-time"
15,18,"Office And Administrative Support","White","High school or less","Female",0,"Single",0,"No",0,1,20,"New Jersey",2000,"Private employer","Part-time"
50,50,"Healthcare Practitioners And Technical","Asian or Pacific Islander","Bachelor's degree","Male",0,"Married",0,"No",0,1,40,"New Jersey",1e+05,"Private employer","Full-time"
30,40,"Office And Administrative Support","Asian or Pacific Islander","Bachelor's degree","Female",0,"Married",0,"No",0,1,40,"New Jersey",58000,"Private employer","Full-time"
24,39,"Office And Administrative Support","White","High school diploma or equivalent","Female",1,"Widowed",0,"No",0,1,40,"New Jersey",42650,"Private employer","Part-time"
37,38,"Healthcare Practitioners And Technical","Asian or Pacific Islander","Bachelor's degree","Female",0,"Married",0,"No",0,0,8,"New Jersey",14025,"Private employer",NA
19,37,"Transportation And Material Moving","Asian or Pacific Islander","Some college, no degree","Male",0,"Married",0,"Yes",0,0,40,"New Jersey",40625,"Private employer","Full-time"
62,66,"Computer And Mathematical","Asian or Pacific Islander","Bachelor's degree","Female",0,"Married",0,"Yes",0,1,40,"New Jersey",95050,"Private employer","Full-time"
20,25,"Personal Care And Service","Two or More Races","Bachelor's degree","Female",0,"Single",0,"No",1,1,20,"New Jersey",16550,"Private employer","Part-time"
16,53,"Management, Business, Science, And Arts","Black","Some college, no degree","Female",1,"Widowed",0,"No",0,1,40,"New Jersey",89000,"Private employer","Full-time"
18,29,"Transportation And Material Moving","Black","Some college, no degree","Male",1,"Single",0,"Yes",0,1,40,"New Jersey",75000,"Private employer","Full-time"
14.5,49,"Sales And Related","White","High school diploma or equivalent","Female",1,"Married",0,"No",0,1,40,"New Jersey",40000,"Private employer","Full-time"
41.25,55,"Education, Training, And Library","White","Bachelor's degree","Female",0,"Divorced",0,"No",0,1,40,"New Jersey",32002,"Private employer","Full-time"
24,38,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Married",0,"No",1,1,40,"New Jersey",50013,"Private employer","Full-time"
23,54,"Construction","White","Some college, no degree","Male",1,"Married",0,"No",1,0,40,"New Jersey",46920,"Private employer","Part-time"
18,47,"Education, Training, And Library","White","Graduate degree","Female",1,"Married",0,"No",1,1,40,"New Jersey",37111,"Private employer","Full-time"
3.5,18,"Transportation And Material Moving","White","High school or less","Male",0,"Single",0,"No",0,1,15,"New Jersey",9183,"Private employer","Part-time"
14,46,"Office And Administrative Support","White","Bachelor's degree","Male",0,"Married",0,"No",1,1,45,"New Jersey",58000,"Private employer","Full-time"
12,17,"Food Preparation And Serving","White","High school or less","Female",0,"Single",0,"No",1,1,6,"New Jersey",6003,"Private employer","Part-time"
30,42,"Education, Training, And Library","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,3,"New Jersey",11565,"Private employer","Part-time"
28,38,"Protective Service","White","Some college, no degree","Male",0,"Married",0,"Yes",1,1,60,"New Jersey",145240,"Government employee","Full-time"
13.5,48,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Single",0,"Yes",1,1,50,"New Jersey",60205,"Private employer","Full-time"
12,54,"Healthcare Practitioners And Technical","Black","Associate's degree","Female",1,"Married",0,"No",0,1,35,"New Jersey",28000,"Government employee","Part-time"
44.41,72,"Office And Administrative Support","Asian or Pacific Islander","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,40,"New Jersey",51001,"Private employer","Full-time"
24.12,26,"Computer And Mathematical","Asian or Pacific Islander","Bachelor's degree","Male",0,"Single",0,"No",1,1,40,"New Jersey",40001,"Private employer","Full-time"
55.75,60,"Healthcare Practitioners And Technical","White","Bachelor's degree","Female",0,"Divorced",0,"Yes",1,1,40,"New Jersey",119693,"Private employer","Full-time"
46,31,"Management, Business, Science, And Arts","White","Bachelor's degree","Male",0,"Single",0,"No",1,1,40,"New Jersey",125427,"Private employer","Full-time"
46,28,"Business Operations Specialists","White","Bachelor's degree","Male",0,"Single",0,"No",1,1,40,"New Jersey",58075,"Private employer","Full-time"
14.15,27,"Sales And Related","Asian or Pacific Islander","Bachelor's degree","Female",0,"Single",0,"No",0,1,40,"New Jersey",36000,"Private employer","Full-time"
10,20,"Food Preparation And Serving","Asian or Pacific Islander","Some college, no degree","Male",0,"Single",0,"No",0,0,20,"New Jersey",15000,"Private employer","Part-time"
16.16,31,"Transportation And Material Moving","Asian or Pacific Islander","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,40,"New Jersey",65000,"Private employer","Full-time"
32,56,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Divorced",0,"No",1,1,50,"New Jersey",89462,"Private employer","Part-time"
13.5,29,"Office And Administrative Support","White","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,40,"New Jersey",42115,"Private employer","Full-time"
34,61,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Single",1,"Yes",1,1,35,"New Jersey",40300,"Government employee","Full-time"
16,31,"Office And Administrative Support","Black","Some college, no degree","Female",0,"Single",0,"No",1,1,40,"New Jersey",45000,"Private employer","Full-time"
19.49,64,"Personal Care And Service","White","Some college, no degree","Female",0,"Married",0,"No",0,1,35,"New Jersey",9505,"Private employer","Full-time"
30,30,"Construction","White","High school diploma or equivalent","Male",0,"Married",0,"Yes",1,1,40,"New Jersey",67000,"Private employer","Full-time"
42,34,"Healthcare Practitioners And Technical","White","Associate's degree","Female",0,"Married",0,"No",1,1,24,"New Jersey",32200,"Private employer","Part-time"
13.5,38,"Sales And Related","White","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,42,"New Jersey",30000,"Private employer","Full-time"
12,34,"Installation, Maintenance, And Repair","Black","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,32,"New Jersey",28601,"Private employer","Part-time"
13.04,22,"Protective Service","White","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,20,"New Mexico",20000,"Private employer","Part-time"
16,57,"Construction","White","High school diploma or equivalent","Male",1,"Widowed",0,"No",0,1,48,"New Mexico",32925,"Private employer","Part-time"
22,45,"Community And Social Services","White","Graduate degree","Female",1,"Married",0,"No",1,0,40,"New Mexico",45000,"Government employee","Full-time"
14.75,22,"Food Preparation And Serving","White","High school or less","Male",1,"Single",0,"No",1,0,40,"New Mexico",25000,"Private employer","Full-time"
11.5,23,"Sales And Related","White","Associate's degree","Male",1,"Single",0,"No",0,1,40,"New Mexico",7000,"Private employer","Full-time"
23,48,"Construction","White","High school diploma or equivalent","Male",1,"Married",0,"No",0,1,40,"New Mexico",30000,"Private employer","Full-time"
18,37,"Healthcare Practitioners And Technical","White","Some college, no degree","Male",0,"Married",0,"No",0,1,40,"New Mexico",50000,"Private employer","Full-time"
11,70,"Office And Administrative Support","White","High school diploma or equivalent","Male",0,"Married",1,"No",1,1,25,"New Mexico",14216,"Private employer","Part-time"
17.8,57,"Office And Administrative Support","White","Some college, no degree","Female",0,"Divorced",0,"No",0,1,40,"New Mexico",24001,"Private employer","Part-time"
12.5,27,NA,"White","High school diploma or equivalent","Male",0,"Single",0,"No",NA,1,20,"New Mexico",0,"Private employer",NA
12,21,"Sales And Related","Native American","Some college, no degree","Female",1,"Single",0,"No",1,1,40,"New Mexico",38400,"Private employer","Full-time"
18,26,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",1,"Single",0,"No",1,1,40,"New Mexico",82000,"Private employer","Full-time"
19.22,27,"Arts, Design, Entertainment, Sports, And Media","White","Bachelor's degree","Female",1,"Single",0,"No",1,1,40,"New Mexico",175000,"Government employee","Full-time"
20.25,58,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",1,"Married",0,"No",0,0,40,"New Mexico",46900,"Private employer","Full-time"
19,51,"Management, Business, Science, And Arts","White","Bachelor's degree","Female",1,"Married",0,"No",1,1,40,"New Mexico",39067,"Government employee","Full-time"
29.15,41,"Arts, Design, Entertainment, Sports, And Media","White","Some college, no degree","Female",0,"Single",0,"No",0,1,40,"New Mexico",35000,"Government employee","Full-time"
20,37,"Office And Administrative Support","White","Some college, no degree","Female",1,"Married",0,"No",0,1,40,"New Mexico",38400,"Private employer","Full-time"
10.5,28,"Office And Administrative Support","Native American","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,42,"New Mexico",3000,"Government employee","Full-time"
13,56,"Community And Social Services","Native American","High school diploma or equivalent","Female",0,"Single",0,"No",1,1,40,"New Mexico",19000,"Private employer","Full-time"
11.5,19,"Business Operations Specialists","White","High school diploma or equivalent","Male",1,"Single",0,"No",0,1,40,"New Mexico",6000,"Private employer","Full-time"
11.5,17,NA,"White","High school or less","Female",1,"Single",0,"No",NA,1,4,"New Mexico",0,"Private employer","Part-time"
13.5,32,"Transportation And Material Moving","Native American","High school or less","Male",0,"Married",0,"No",1,1,40,"New Mexico",18201,"Private employer","Full-time"
11.25,21,"Personal Care And Service","White","High school diploma or equivalent","Female",1,"Single",0,"No",0,1,25,"New Mexico",7000,"Private employer","Part-time"
16.6,61,"Building And Grounds Cleaning And Maintenance","White","High school diploma or equivalent","Male",1,"Married",0,"No",1,1,40,"New Mexico",39500,"Private employer","Full-time"
16,29,"Transportation And Material Moving","Native American","Associate's degree","Male",1,"Divorced",1,"No",0,1,40,"New Mexico",15000,"Private employer","Full-time"
13.5,34,"Transportation And Material Moving","White","High school diploma or equivalent","Female",1,"Divorced",0,"No",1,1,40,"New Mexico",26000,"Private employer","Full-time"
29.15,40,"Education, Training, And Library","White","High school diploma or equivalent","Female",0,"Divorced",0,"No",0,1,40,"New Mexico",27980,"Private employer","Full-time"
